数量 (台):	Count (hosts):
起始 IP 末位:	Starting IP Last Octet:
名称前缀:	Name Prefix:
IP 前缀网段:	IP Prefix Subnet:
归属分组路径 (支持 / 嵌套):	Group Path (supports /):
归属分组路径:	Group Path:
分组路径 (支持 / 嵌套，如 生产/k8s):	Group Path (supports /, e.g. Prod/k8s):
状态分配策略:	Status Distribution Policy:
随机分布	Random Distribution
随机波动	Random Fluctuation
混合随机	Mixed Random
混合类型	Mixed Types
全密码	All Passwords
全密钥	All Keys
全 Agent	All Agents
凭据类型分布:	Credential Type Distribution:
树视口测算宽	Tree Viewport Computed Width
树视口测算宽度:	Tree Viewport Computed Width:
当前展开可见数:	Currently Expanded Visible Count:
当前激活: 	Active: 
画质与运行指标 (Quality & Telemetry)	Quality & Telemetry Metrics
垂直同步与刷新率	V-Sync & Refresh Rate
次像素排版抗锯齿	Subpixel Typography Anti-aliasing
局部增量重绘 (Damage)	Partial Repaint (Damage Tracking)
强制重绘	Force Repaint
状态: 完美锐利渲染	Status: Crisp Sharp Rendering
状态: 自适应高刷匹配	Status: Adaptive High Refresh Rate
待机功耗: ~0.0% CPU	Standby Power: ~0.0% CPU
GUI 布局与数据探针指标	GUI Layout & Data Probes
UI 设计令牌 (Design Tokens) 探针	UI Design Tokens Probes
主色强调 (Accent):	Accent Color (Accent):
前景色 (Foreground):	Foreground (Foreground):
面板底色 (Panel):	Panel Background (Panel):
控件边框 (Border):	Control Border (Border):
主题切换与外观治理 (当前: 	Theme Switch & Appearance (Current: 
主题配色体系测试 (当前生效: 	Theme Palette Matrix Test (Active: 
深色主题组 (Dark Themes):	Dark Themes:
浅色主题组 (Light Themes):	Light Themes:
切换至深色模式	Switch to Dark Mode
切换至浅色模式	Switch to Light Mode
当前: 深色模式	Current: Dark Mode
当前: 浅色模式	Current: Light Mode
深色模式	Dark Mode
浅色模式	Light Mode
🛠️ 渲染管线自检与应用操作	🛠️ Rendering Pipeline Self-Check & Operations
SVG 矢量资产预热与显存池 (Resource Atlas)	SVG Vector Asset Pre-warming & VRAM Pool (Resource Atlas)
在左侧栏显示调试入口并开启诊断抓取	Show debug entry in left sidebar and enable diagnostic capture
1. 企业生产全集群预设 (35+ 主机)	1. Enterprise Production Cluster Preset (35+ Hosts)
2. 极简精简数据预设 (3 台主机)	2. Minimalist Data Preset (3 Hosts)
3. 超长命名极限测试 (50+ 字符)	3. Ultra-long Name Stress Test (50+ Chars)
35+ 企业全集群	35+ Enterprise Cluster
4. 极深层级嵌套树 (5 级结构)	4. Deeply Nested Tree Preset (5 Levels)
5. 全告警与离线故障集 (Troubleshooting)	5. All-Warning & Offline Fault Set (Troubleshooting)
6 层深嵌套树	6-Level Nested Tree
包含超长主机与微服务集群名称，验证平滑横向滚动与动态视口宽度自适应	Contains ultra-long host and cluster names to verify horizontal scrolling and auto-width
包含丢包路由、高延迟网关、断电主机及磁盘故障节点	Contains packet-loss routes, high latency gateways, powered-off hosts, and disk failures
包含生产 Web、K8s 编排、PG/Redis 核心库、大数据与 AI 算力中心	Contains Production Web, K8s orchestration, PG/Redis, Big Data, and AI compute nodes
验证小数据量下的空状态呈现、滚动条隐藏及轻量加载表现	Verifies empty state, scrollbar hiding, and lightweight loading under small datasets
全球基础设施 -> 亚太 -> 杭州可用区 -> 机架 POD -> 刀片计算阵列	Global Infra -> APAC -> Hangzhou AZ -> Rack POD -> Blade Compute Array
» 推荐生成指令	» Recommended Generated Command
● 反向加密隧道已连通	● Reverse Encrypted Tunnel Connected
● 反向解密穿透已连通	● Reverse Decrypted Penetration Connected
● 公网入站流量直达	● Public Inbound Traffic Direct
● 远端 SOCKS5 监听就绪	● Remote SOCKS5 Listening Ready
● SSH 加密已连通	● SSH Encryption Connected
○ 远端端口待监听	○ Remote Port Pending
○ 远端网关待建立	○ Remote Gateway Pending
○ SSH 待建立	○ SSH Pending
◐ UI & 终端主题	◐ UI & Terminal Themes
⚠️ 目标管线已变更为 [	⚠️ Target pipeline changed to [
⚡ 立即批量生成测试代码片段	⚡ Batch Generate Test Snippets
⚡ 立即批量生成测试凭据	⚡ Batch Generate Test Credentials
✓ 配置已保存至本地，将在下次启动客户端时生效	✓ Config saved locally, applies next client launch
⤓ 配置备份与迁移	⤓ Config Backup & Migration
个	
条	entries
条 | 📁 分组: 	entries | 📁 Group: 
(默认: 	(Default: 
]，需重启客户端加载生效	], restart client to apply
文件与 SFTP	Files & SFTP
新建终端会话	New Terminal Session
向下分屏	Split Down
向右分屏	Split Right
浏览和管理本机磁盘文件目录	Browse and manage local disk files and directories
文件夹分组信息	Folder Group Info
未匹配到凭据	No credential matched
当前主机暂无专属端口转发规则	No forwarding rules configured for current host
当前状态	Current Status
运行: {} 天  |  进程: {}	Uptime: {} days  |  Procs: {}
字号: 13px  |  光标: 闪烁块状	Size: 13px  |  Cursor: Blinking Block
等宽字体: JetBrains Mono / Fira Code	Monospace: JetBrains Mono / Fira Code
自定义终端外观、网络连接、快捷键与全量数据备份策略	Customize terminal look, network, shortcuts, and full backups
AES-256 加密保管库	AES-256 Encrypted Vault
导出完整加密备份包 (.toml)	Export full encrypted backup archive (.toml)
导入系统 ~/.ssh/config 主机	Import hosts from ~/.ssh/config
导入 Termius / Xshell 资产	Import Termius / Xshell assets
选择关联 SSH 宿主主机	Select Associated SSH Host
HTTP 代理	HTTP Proxy
HTTPS 代理	HTTPS Proxy
SOCKS5 代理	SOCKS5 Proxy
SSH 宿主 (SOCKS5 监听端)	SSH Host (SOCKS5 Listener)
SSH 宿主服务器 / 跳板机	SSH Host Server / Jump Host
SSH 代理 / 管道	SSH Agent / Pipe
中继节点	Relay Nodes
选择 SSH 宿主	Select SSH Host
远端应用 (客户端)	Remote Application (Client)
本地 / 客户端	Local / Client
端口:	Port:
密钥算法: 	Key Algorithm: 
密钥算法与生成	Key Algorithm & Generation
 Ed25519 (推荐)	Ed25519 (Recommended)
Ed25519 (推荐)	Ed25519 (Recommended)
状态	Status
状态: 	Status: 
终端	Terminal
面板	Panel
备注说明	Notes
凭据	Credentials
凭据存储总数: 	Total Credentials: 
代码片段总数: 	Total Snippets: 
从外部工具一键导入	Import from External Tools
一键扫描并导入本机 ~/.ssh/config	Scan and Import Local ~/.ssh/config
代码片段树形视图	Snippets Tree View
添加跳板机中继节点	Add Jump Host Relay Node
配置端口映射	Configure Port Forwarding
请输入 	Please enter 
本地端应用 / 客户端	Local Application / Client
本地目标服务 (内网端)	Local Target Service (Intranet)
本地网络 / 出口网关	Local Network / Egress Gateway
本地网络出口	Local Network Egress
公网入站	Public Inbound
私网穿透	Private Penetration
反向隧道	Reverse Tunnel
正向隧道	Forward Tunnel
动态代理	Dynamic Proxy
跳板级联	Jump Cascade
中间资产	Relay Asset
目标资产	Target Asset
待填写	Pending
已保存	Saved
已激活	Active
就绪	Ready
监听中	Listening
目标主机与身份	Target Host & Identity
大规模批量造数与压测	Massive Mock Generation & Stress Testing
代理	Proxy
快捷命令库	Quick Command Library
代理池	Proxy Pool
远程公网入口 (监听端)	Remote Public Inbound (Listener)
活跃连接中	Actively Connected
默认端口 22	Default Port 22
启用	Enabled
⌨️ 终端首选项	⌨️ Terminal Preferences
🛠️ 开发者调试控制台	🛠️ Developer Debug Console
进入网络与隧道管理中心	Go to Network & Tunnels Hub
主机端口转发	Host Port Forwarding
进入网络与隧道管理中心 ➔	Go to Network & Tunnels Hub ➔
💻 本地文件系统 (Local Filesystem)	💻 Local Filesystem
🌐 远程主机资产 (Remote SFTP Hosts)	🌐 Remote SFTP Hosts
🌐 远程主机资产 (Remote Hosts)	🌐 Remote Hosts
💻 本地终端环境 (Local Shells)	💻 Local Shell Environments
🌐 远程主机资产 (Remote SSH Hosts)	🌐 Remote SSH Hosts
🔐 凭据存储总数: 	🔐 Total Credentials: 
📜 代码片段总数: 	📜 Total Snippets: 
 条 | 📁 分组: 	 entries | 📁 Group: 
📥 从外部工具一键导入	📥 Import from External Tools
已选: 	Selected: 
(默认: 	(Default: 
请输入 	Please enter 
 条	 entries
 个	
管道: 	Pipe: 
密钥算法: 	Key Algorithm: 
本地项: 	Local items: 
远程项: 	Remote items: 
宿主: 	Host: 
 活跃连接	 active connections
 个 TCP 会话	 TCP sessions
共 	Total 
 级跳板中继	 hops relay
主题切换与外观治理 (当前: 	Theme Switch & Appearance (Current: 
当前激活: 	Active: 
主题配色体系测试 (当前生效: 	Theme Palette Matrix Test (Active: 
如 k8s-node-	e.g. k8s-node-
集群/k8s	Cluster/k8s
如 web-prod-01	e.g. web-prod-01
生产集群/核心库	Prod-Cluster/Core-DB
集群/核心库	Cluster/Core-DB
本地 (主目录)	Local (Home)
本地目录	Local Directory
本地	Local
远程	Remote
条记录	records
置顶常用	Pinned
置顶	Pinned
今天	Today
昨天	Yesterday
更早	Earlier
全部主机 (按频次)	All Hosts (By Frequency)
默认分组	Default Group
移入此分组	Move into this group
窗口始终置顶 (Always on Top)	Always on Top
保持主窗口始终位于其他应用窗口最顶层，避免排查故障时频繁切换焦点	Keep the main window always on top of other applications
关闭含活跃会话窗口时确认	Confirm Before Closing Active Sessions
当后台存在未断开的 SSH 或本地终端会话时，点击关闭按钮前弹出安全确认对话框	Prompt for confirmation before closing if active SSH or local terminal sessions exist
开机随系统自动启动 (Launch on Boot)	Launch on System Startup
登录操作系统时自动启动客户端，方便后台网络隧道与端口转发无缝就绪	Automatically launch the client upon logging into the OS to keep tunnels and sessions ready
确认退出应用程序	Confirm Exit Application
当前仍有活跃的终端或 SSH 会话正在运行。强行退出将导致远程任务与网络隧道中断，确定要退出吗？	Active terminal or SSH sessions are currently running. Exiting will terminate remote tasks and network tunnels. Are you sure you want to exit?
强行退出	Force Exit
退出应用	Exit Application
继续使用	Continue Using
关闭会话标签页时确认 (Confirm Closing Tab)	Confirm Before Closing Tab
关闭正在运行的远程 SSH 或本地终端标签页前弹出安全确认，防止手滑误断开	Prompt for confirmation before closing active remote SSH or local terminal tabs
退出应用时确认活跃连接 (Confirm Before Exit)	Confirm Before Exiting With Active Sessions
当后台存在未断开的 SSH 或本地终端会话时，点击窗口关闭按钮或按 Alt+F4 弹出防误触提示	Prompt for confirmation before exiting if active SSH or local terminal sessions exist
确认关闭终端会话	Confirm Close Terminal Session
断开并关闭	Disconnect and Close
图形渲染引擎 (Graphics Engine)	Graphics Engine
控制底层 GPU 光栅化渲染管线 (切换需重启客户端生效)	Controls GPU rasterization pipeline (restart required to take effect)
CPU 软件安全渲染	CPU Software Safe Rendering
D3D/DWM 硬件加速	D3D/DWM Hardware Acceleration
标准 OpenGL 加速	Standard OpenGL Acceleration
现代 Vulkan 极速管线	Modern Vulkan Pipeline
防花屏/低发热/兼容	Anti-glitch/Cool/Compatible
切换图形渲染引擎	Switch Graphics Engine
切换图形渲染引擎需要重启客户端以重新初始化底层 GPU 显卡管线，是否立即重启？	Switching the graphics engine requires restarting the client to reinitialize the GPU pipeline. Restart now?
立即重启	Restart Now
稍后重启	Restart Later
确定要断开并关闭此会话吗？远程正在运行的任务将被中断。	Are you sure you want to disconnect and close this session? Remote running tasks will be interrupted.
推荐	Recommended
用户	User
生效中	Active
配色主题方案与调色板	Color Themes & Palette
个性化定制客户端主视觉与终端 ANSI 调色板，支持自定义创建、导入与导出	Personalize client visuals and terminal ANSI palettes, supporting custom creation, import, and export
主题生态管理 (Theme Actions)	Theme Actions
支持导入标准 TOML 或 Windows Terminal 配色，或基于当前主题派生新主题	Supports importing standard TOML or Windows Terminal color schemes, or deriving new themes from the current one
新建主题	New Theme
导入主题	Import Theme
导出当前	Export Current
主题画廊 (Theme Gallery)	Theme Gallery
点击即时热生效，可预览背景色、前景色、强调色及表面调色板	Click for instant preview of background, foreground, accent, and surface palette
背景壁纸与滚动轮播	Wallpapers & Slideshow
设置客户端毛玻璃底衬与壁纸图库，支持多图定时轮播与平滑淡入淡出	Configure acrylic backdrop and wallpaper gallery with scheduled rotation and smooth fading
透底显示模式 (Display Mode)	Display Mode
选择纯色无壁纸、仅终端视口透底或全局亚克力毛玻璃磨砂	Choose solid background, terminal-only translucency, or global acrylic frosted glass
仅终端透底	Terminal Only
壁纸图库画廊 (Wallpaper Gallery)	Wallpaper Gallery
添加多张本地壁纸图片，点击切换即时生效，开启轮播后按策略自动切换	Add multiple local wallpaper images, click to switch immediately, and cycle automatically when slideshow is enabled
添加壁纸图片	Add Wallpaper
壁纸轮播切换策略 (Rotation Interval)	Rotation Interval
在图库中自动按间隔时间循环播放下一张壁纸	Automatically cycle through gallery wallpapers at specified intervals
单张固定	Static
分钟	Minutes
小时	Hours
每次启动	Every Startup
壁纸切换动效 (Transition Effect)	Transition Effect
选择轮播壁纸更替时的视效动画	Select visual animation effect for wallpaper transitions
平滑淡入淡出 (Cross-fade)	Cross-fade
水平视差滚动 (Slide)	Slide
实验特性与功能显隐门控 (Feature Flags)	Feature Flags & Lab Controls
开启的实验特性将实时挂载并显现在偏好设置中，关闭后平滑隐藏	Enabled experimental features will dynamically show in Preferences, smoothly hiding when disabled
全部开启	Enable All
全部关闭	Disable All
系统级桌面托盘气泡通知 (OS Desktop Notification)	OS Desktop Notification (Desktop Push)
开启后在偏好设置通用页显示对应选项，会话断开或长任务结束向 Windows 托盘推流	Shows in General settings; pushes to Windows Action Center on disconnect or long command finish
终端复古 CRT 扫描线着色器 (Terminal CRT Shader)	Terminal Retro CRT Shader
开启后在偏好设置终端页显示对应选项，为字符渲染叠加微凸显像管与荧光扫描线特效	Shows in Terminal settings; overlays curved CRT glass and raster scanlines over glyphs
云端多端加密备份与同步原型 (Cloud Sync Prototype)	Cloud Sync Prototype
开启后在偏好设置备份页显示云端同步选项，基于端到端加密同步配置与主机资产	Shows in Backup settings; syncs config and assets with end-to-end encryption
终端侧边临时便签划词板 (Terminal Scratchpad)	Terminal Scratchpad
开启后在右侧活动栏显示 Scratchpad 工具抽屉，用于终端划词文本临时收集备忘	Shows Scratchpad drawer in the right activity bar for temporary text notes
核心设置状态实时探针 (Settings Live Inspector)	Settings Live Inspector
实时侦测当前内存配置与持久化状态，免去翻看底层配置文件的繁琐	Inspects in-memory and persisted configurations in real time without digging into config files
主窗口置顶	Window Always-on-Top
开启 (Always)	Enabled (Always)
常规 (Normal)	Normal
Tab关闭二次确认	Confirm Tab Close
开启 (Safe)	Safe (On)
关闭 (Fast)	Fast (Off)
活跃配色主题	Active Theme
透底壁纸状态	Backdrop Wallpaper State
全局毛玻璃	Global Acrylic
壁纸轮播图库	Wallpaper Gallery
张	items
配置预设注入与出厂重置 (Presets & Recovery)	Config Presets & Factory Reset
快速注入高负载全功能测试场景或将应用设置恢复出厂干净初始状态	Quickly inject high-load testing profiles or reset all application preferences to clean defaults
极客全开压测模式	Geek Mode (All Features On)
极简轻量兼容模式	Minimal Lightweight Mode
恢复出厂默认设置	Restore Factory Defaults
主题配色体系快测 (当前: 	Quick Theme Switch (Active: 
系统级桌面气泡通知 (Desktop Push)	OS Desktop Notifications (Desktop Push)
[实验特性] 长耗时命令结束或会话异常断开时向 Windows 系统托盘推送通知	[Experimental] Send Windows desktop notifications when sessions disconnect or long commands complete
复古 CRT 扫描线显像管着色器 (Retro CRT Shader)	Retro CRT Scanline Shader
[实验特性] 为终端字符渲染叠加复古显像管微弯曲曲面与光栅扫描线特效	[Experimental] Overlays curved CRT glass curvature and phosphorescent scanlines over terminal glyphs
主题设计与定制工坊 (Theme Studio)	Theme Studio (Custom Themes)
支持实时表单调色、沙盒窗口渲染验证与标准 TOML 源码双向同步	Real-time palette tuning, sandbox window preview, and bi-directional TOML code synchronization
主题名称 (Name)	Theme Name
作者 (Author)	Author
继承基底 (Base Theme)	Base Theme
视觉倾向 (Period)	Period
深色 (Night)	Night (Dark)
浅色 (Day)	Day (Light)
窗口底色 (window_bg)	Window Background (window_bg)
主前景色 (foreground)	Foreground (foreground)
侧边面板底色 (panel_bg)	Panel Background (panel_bg)
次要文本色 (secondary_fg)	Secondary Foreground (secondary_fg)
表面卡片底色 (surface_bg)	Surface Background (surface_bg)
品牌强调主色 (accent)	Accent Color (accent)
边框分割线 (border)	Border Color (border)
悬停底色 (hover_bg)	Hover Background (hover_bg)
TOML 主题配置源码 (支持双向实时修改与解析)	TOML Theme Configuration (Bi-directional Code Editor)
📋 复制配置	📋 Copy Config
🔄 从代码解析同步到表单	🔄 Parse & Sync to Form
提示: 既可通过左侧调色板修改，也可直接编辑 TOML 源码保存。	Tip: You can tune colors using the left palette or directly edit the raw TOML source code.
保存并立即激活	Save & Activate
快速调色板:	Quick Palettes:






